rtime,ctime,lat,lon,velocity,qual,nsats
0.06266212463378906,1715708090.4566507,34.62583989999999,-120.00597,0.002,1,12
0.26260924339294434,1715708090.6565979,34.62583989999999,-120.00597,0.001,1,12
0.4623446464538574,1715708090.8563333,34.62583989999999,-120.00597,0.003,1,12
0.6623833179473877,1715708091.056372,34.62583989999999,-120.00597,0.003,1,12
0.8622965812683105,1715708091.2562852,34.62583989999999,-120.00597,0.002,1,12
1.062337875366211,1715708091.4563265,34.62583989999999,-120.00597,0.003,1,12
1.2622144222259521,1715708091.656203,34.62583989999999,-120.00597,0.001,1,12
1.4675874710083008,1715708091.861576,34.62583989999999,-120.00597,0.001,1,12
1.662412405014038,1715708092.056401,34.62583989999999,-120.00597,0.004,1,12
1.8622164726257324,1715708092.256205,34.62583999999998,-120.00597,0.002,1,12
2.0624260902404785,1715708092.4564147,34.62583989999999,-120.00597,0.002,1,12
2.2622344493865967,1715708092.656223,34.62583989999999,-120.00597,0.002,1,12
2.462284564971924,1715708092.8562732,34.62583989999999,-120.00597,0.007,1,12
2.662440776824951,1715708093.0564294,34.62583999999998,-120.00597,0.004,1,12
2.8621490001678467,1715708093.2561376,34.62583999999998,-120.00597,0.002,1,12
3.0626022815704346,1715708093.456591,34.62583999999998,-120.00597,0.001,1,12
3.262117385864258,1715708093.656106,34.62583999999998,-120.00597,0.002,1,12
3.467588424682617,1715708093.861577,34.62583999999998,-120.00597,0.002,1,12
3.66235089302063,1715708094.0563395,34.62583999999998,-120.00597,0.001,1,12
3.8621394634246826,1715708094.256128,34.62583999999998,-120.00597,0.004,1,12
4.062335968017578,1715708094.4563246,34.62583999999998,-120.00597,0.002,1,12
4.262470483779907,1715708094.656459,34.62583999999998,-120.00597,0.004,1,12
4.467345476150513,1715708094.861334,34.62583999999998,-120.00597,0.001,1,12
4.66235876083374,1715708095.0563474,34.62583999999998,-120.00597,0.002,1,12
4.862204313278198,1715708095.256193,34.62583999999998,-120.00597,0.003,1,12
5.062367677688599,1715708095.4563563,34.62583999999998,-120.00597,0.003,1,12
5.26210618019104,1715708095.6560948,34.62583999999998,-120.00597,0.002,1,12
5.462072134017944,1715708095.8560607,34.62583999999998,-120.00597,0.002,1,12
5.66202974319458,1715708096.0560184,34.62583999999998,-120.00597,0.002,1,12
5.8621509075164795,1715708096.2561395,34.62583999999998,-120.00597,0.002,1,12
6.0625622272491455,1715708096.4565508,34.62583999999998,-120.00597,0.003,1,12
6.262188196182251,1715708096.6561768,34.62583999999998,-120.00597,0.001,1,12
6.462201118469238,1715708096.8561897,34.62583999999998,-120.00597,0.003,1,12
6.662393569946289,1715708097.0563822,34.62583999999998,-120.00597,0.001,1,12
6.862155914306641,1715708097.2561445,34.62583999999998,-120.00597,0.001,1,12
7.062130689620972,1715708097.4561193,34.62583999999998,-120.00597,0.001,1,12
7.262122392654419,1715708097.656111,34.62583999999998,-120.00597,0.002,1,12
7.462121963500977,1715708097.8561106,34.62583999999998,-120.00597,0.001,1,12
7.6624510288238525,1715708098.0564396,34.62583999999998,-120.00597,0.003,1,12
7.862444877624512,1715708098.2564335,34.62583999999998,-120.00597,0.0,1,12
8.06222128868103,1715708098.45621,34.62583999999998,-120.00597,0.001,1,12
8.262420892715454,1715708098.6564095,34.62583999999998,-120.00597,0.002,1,12
8.462385654449463,1715708098.8563743,34.62583999999998,-120.00597,0.002,1,12
8.662101745605469,1715708099.0560904,34.62583999999998,-120.00597,0.002,1,12
8.862052202224731,1715708099.2560408,34.62583999999998,-120.00597,0.002,1,12
9.062090158462524,1715708099.4560788,34.62583999999998,-120.00597,0.001,1,12
9.262065172195435,1715708099.6560538,34.62583999999998,-120.00597,0.001,1,12
9.46721863746643,1715708099.8612072,34.62583999999998,-120.00597,0.003,1,12
9.662244319915771,1715708100.056233,34.62583989999999,-120.00597,0.002,1,12
9.862112998962402,1715708100.2561016,34.62583989999999,-120.00597,0.002,1,12
10.062055349349976,1715708100.456044,34.62583989999999,-120.00597,0.002,1,12
10.262065410614014,1715708100.656054,34.62583989999999,-120.00597,0.003,1,12
10.462087631225586,1715708100.8560762,34.62583989999999,-120.00597,0.001,1,12
10.662165403366089,1715708101.056154,34.62583989999999,-120.00597,0.001,1,12
10.862313508987427,1715708101.256302,34.62583989999999,-120.00597,0.001,1,12
11.062177419662476,1715708101.456166,34.62583989999999,-120.00597,0.002,1,12
11.262109279632568,1715708101.656098,34.62583989999999,-120.00597,0.001,1,12
11.462132453918457,1715708101.856121,34.62583989999999,-120.00597,0.003,1,12
11.66225004196167,1715708102.0562387,34.62583989999999,-120.00597,0.002,1,12
11.862201690673828,1715708102.2561903,34.62583999999998,-120.00597,0.001,1,12
12.062129497528076,1715708102.456118,34.62583999999998,-120.00597,0.003,1,12
12.262152194976807,1715708102.6561408,34.62583999999998,-120.00597,0.003,1,12
12.462169647216797,1715708102.8561583,34.62583999999998,-120.00597,0.003,1,12
